,n,G1_Re_D,G1_sd_D,G1_Re_L,G1_sd_L
0,500,1.05335,0.3804322,1.3081041531284057,0.47087474890517284
1,1000,1.0594598,0.35534903,1.3336283647217118,0.4777581346656006
