,n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
0,500,-0.09309603805817224,0.07967279736495148,0.10713994392107014,0.94,-0.10307697823255868,0.3228557701945639,0.09810589730366286,0.39
1,1000,-0.010661525351874035,0.05402982511398544,0.06256535551618873,0.96,-0.12932590712034286,0.30641044509767124,0.0716538412115486,0.25
