n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_median,MSPE_sd_DNN_median
500,0.004468678307261716,0.003008271776551807,0.029911033809443613,0.00613351131914451
1000,0.003955328754439471,0.0020934474995369153,0.02968077691862089,0.005837014804719638
