,n,G1_Re_D,G1_sd_D,G1_Re_L,G1_sd_L
0,500,1.0001677,0.31691244,1.1117840110170716,0.4132444198701316
1,1000,0.9837255,0.30194476,1.041732625212274,0.3154532599691912
