,n,G2_Re_D,G2_sd_D,G2_Re_L,G2_sd_L
0,500,0.88038343,0.31014913,0.673728787470388,0.21668064995424552
1,1000,0.7316007,0.2288463,0.5934300136130166,0.13589737636460172
