n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_median,MSPE_sd_DNN_median
500,0.0024941812321404664,0.0017506454173506283,0.006921019225662184,0.0044535915503406045
1000,0.0014847110018009538,0.0012544541381313509,0.004776908141836885,0.00309440512563361
