n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_median,MSPE_sd_DNN_median
500,0.006942926473431565,0.00625280548368896,0.020337699409450655,0.0036529030807763863
1000,0.005548936094898076,0.004537104078212991,0.019266897723564082,0.0034631091409822183
