,n,G2_Re_D,G2_sd_D,G2_Re_L,G2_sd_L
0,500,0.86292404,0.3570289,0.22098841855844867,0.07782897823305768
1,1000,0.87796104,0.3234405,0.1930814709216869,0.05264642648322836
