,n,beta_Bias_D,beta_Sse_D,beta_Ese_D,beta_Cp_D,beta_Bias_L,beta_Sse_L,beta_Ese_L,beta_Cp_L
0,500,0.010065255134911855,0.12069411089305083,0.13028976812672527,0.96,0.018388624924690955,0.1427277661928828,0.12388769727366207,0.94
1,1000,0.01640274808209874,0.08862510960951538,0.09299459760502209,0.96,0.0037238541375073098,0.08741935169275701,0.09108249610346712,0.965
