,n,G1_Re_D,G1_sd_D,G1_Re_L,G1_sd_L
0,500,1.1148604,0.49293515,0.8233182414592862,0.46871184510990005
1,1000,1.090798,0.5074193,0.7640121730540242,0.36301766841524324
