,n,G2_Re_D,G2_sd_D,G2_Re_L,G2_sd_L
0,500,0.7813378,0.33338445,0.38192477819598325,0.20886897863489584
1,1000,0.70210844,0.31210187,0.3358519823489349,0.1244537092029049
