,n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
0,500,-0.06899495530117083,0.1023567012963755,0.1121083278200707,0.95,-0.13232585328168622,0.3414328351760916,0.09818320389267766,0.29
1,1000,0.010285446136991894,0.060859421252493516,0.07044879494485948,0.955,-0.17911994334041192,0.3016210589045587,0.07128209783219695,0.215
