,n,G1_Re_D,G1_sd_D,G1_Re_L,G1_sd_L
0,500,1.076375,0.4173587,0.9954443693300843,0.3889351317800574
1,1000,1.0816189,0.38100165,1.0323760281502847,0.4880926352246666
