,n,G2_Re_D,G2_sd_D,G2_Re_L,G2_sd_L
0,500,0.86202455,0.3364465,0.4918402903005348,0.19710334905211374
1,1000,0.6718528,0.25629675,0.4938439171463315,0.3017354307870083
