,n,G1_Re_D,G1_sd_D,G1_Re_A,G1_sd_A,G1_Re_L,G1_sd_L
0,500,1.0181462,0.013426542,0.7361773939044858,0.030112749066115718,0.3028619032197486,0.0023843350422022014
1,1000,1.035885,0.08045137,0.4658475389498461,0.011912374521507924,0.22533025150710914,0.020099592355297957
