,n,G1_Re_D,G1_sd_D,G1_Re_L,G1_sd_L
0,500,1.0445926,0.4386639,0.6743884737689345,0.2821375194513641
1,1000,1.0037873,0.37746137,0.7432869185919777,0.28795294952009604
