n,MSPE_DNN,MSPE_sd_DNN,MSPE_DNN_median,MSPE_sd_DNN_median
500,0.004910391954414017,0.0052082636474486774,0.013038936373515836,0.006720881018231892
1000,0.0032083267801346314,0.003242757462319502,0.01112530725839373,0.005414789751647623
