,n,gamma_Bias_D,gamma_Sse_D,gamma_Ese_D,gamma_Cp_D,gamma_Bias_L,gamma_Sse_L,gamma_Ese_L,gamma_Cp_L
0,500,0.006963605138993634,0.11291330558752768,0.10923625664890865,0.955,-0.10582863069959592,0.29401387063946827,0.098210547103305,0.285
1,1000,0.004153041969674254,0.08173737756673909,0.08038204999141789,0.93,-0.12232462601996374,0.2980302702973671,0.06395002226623132,0.18
